Dataset,NSE,KGE,KGE*,RMSE,mean_Yo,mean_Yp,sd_Yo,sd_Yp,rho,N,Normalized?
10,0.820509,0.852,0.852,2.027296,5.176449,5.117172,4.785338,4.241314,0.90612,12478,0
10,-0.024987,-0.885,-0.341,171.766916,-21.828515,7.336709,169.66716,8.145431,0.07154,12505,0
10,0.738438,0.811,0.811,3.858415,6.26484,6.13386,7.544682,6.599048,0.859631,11042,0
10,0.760365,0.809,0.809,3.080606,6.335495,6.15287,6.293331,5.418702,0.872548,11046,0
10,0.848296,0.903,0.907,2.253451,4.007749,4.149038,5.785848,5.527292,0.921957,12415,0
10,0.635688,0.775,0.776,5.335993,8.368184,7.885352,8.840886,7.987528,0.80519,12504,0
10,0.628619,0.723,0.734,9.215972,9.850221,8.867667,15.123366,12.716686,0.796735,12496,0
10,0.728494,0.815,0.818,4.375863,6.979567,6.53792,8.398304,7.577334,0.856367,12509,0
10,0.547163,0.685,0.677,3.442407,5.639665,4.78115,5.115742,4.385632,0.764195,12507,0
10,0.628883,0.709,0.709,3.835624,6.275451,6.08379,6.296483,5.021538,0.793615,12506,0
10,0.584559,0.696,0.696,4.598386,6.948947,6.584731,7.134575,5.788671,0.76752,12508,0
10,0.627656,0.719,0.718,2.976824,5.795316,5.597936,4.878635,3.961529,0.793496,12508,0
10,0.874623,0.93,0.931,1.117535,2.364812,2.418567,3.156235,3.242319,0.939479,12496,0
10,0.589653,0.6,0.604,0.454381,0.44902,0.417336,0.709356,0.480123,0.775486,11207,0
10,0.730973,0.78,0.781,1.655186,2.535419,2.480524,3.191299,2.667415,0.855365,11350,0
10,0.788495,0.8,0.803,2.267995,3.803294,3.620891,4.931755,4.143276,0.89015,11370,0
10,0.799041,0.813,0.821,0.686909,1.047654,0.967371,1.532374,1.324556,0.895983,11080,0
10,-0.008537,-0.812,-0.385,96.021462,-7.796239,1.342845,95.61905,0.868255,0.037536,9872,0
10,-0.007967,-0.745,-0.374,94.549017,-8.217107,0.661924,94.179441,0.91267,0.052404,9718,0
10,0.70129,0.723,0.732,0.784509,1.123553,0.997152,1.435458,1.149447,0.843112,12400,0
10,0.721069,0.73,0.735,1.457978,1.914505,1.776195,2.760705,2.166889,0.853387,12461,0
10,0.772535,0.807,0.807,1.23227,2.086806,2.073529,2.583843,2.196065,0.879451,12496,0
10,0.784205,0.679,0.764,1.212731,1.488577,1.095147,2.610737,2.214698,0.899758,11381,0
10,0.75717,0.769,0.769,2.230867,4.147268,3.975697,4.527309,3.671448,0.873202,12509,0
10,0.74831,0.8,0.8,1.539812,2.729245,2.668468,3.069388,2.619791,0.865356,12471,0
10,0.872381,0.836,0.851,1.036602,1.518781,1.396,2.901836,2.530156,0.937252,12066,0
10,0.838734,0.857,0.861,0.911991,1.540775,1.477586,2.271105,2.025428,0.916581,12341,0
10,0.886924,0.926,0.929,0.461757,1.084092,1.120187,1.37324,1.426179,0.946609,12291,0
10,0.867831,0.933,0.934,0.5341,1.310769,1.322082,1.46918,1.471445,0.934048,12454,0
10,0.645848,0.779,0.732,0.115298,0.271137,0.313046,0.193752,0.207854,0.859215,10490,0
10,0.796063,0.819,0.832,0.194269,0.250702,0.271527,0.430202,0.378041,0.89366,12047,0
10,0.795536,0.814,0.82,0.889294,1.726514,1.551598,1.966773,1.736887,0.896451,12481,0
10,0.76001,0.763,0.781,2.221502,2.604396,2.314575,4.5349,3.772393,0.875199,12373,0
10,-0.14988,-0.738,-0.466,361.412295,-129.061241,1.388964,337.050027,1.668608,-0.004728,12306,0
10,0.802584,0.817,0.825,1.075639,1.466425,1.367317,2.42099,2.093444,0.897401,12397,0
10,0.752075,0.722,0.726,1.1284,1.760683,1.63714,2.266314,1.725334,0.876544,12463,0
10,0.8446,0.898,0.899,1.123103,2.165999,2.128182,2.849123,2.677746,0.919346,12496,0
10,0.744144,0.825,0.841,0.47167,0.751581,0.846491,0.932519,0.947748,0.879355,12480,0
10,0.801975,0.853,0.854,0.800259,1.463947,1.50066,1.798406,1.617335,0.89577,12490,0
10,0.816513,0.88,0.88,1.173933,2.441091,2.384211,2.74068,2.551674,0.904247,12499,0
10,0.629016,0.676,0.681,1.294134,1.679638,1.520955,2.124807,1.626061,0.797256,12427,0
10,0.596539,0.705,0.705,1.916871,3.23746,3.112036,3.01794,2.455961,0.774475,11763,0
10,0.710734,0.849,0.853,0.395884,0.538502,0.512633,0.736105,0.744988,0.857774,10732,0
10,0.032131,-0.129,-0.125,20.345058,4.338354,4.790415,20.680836,4.656124,0.18499,12505,0
10,0.753988,0.776,0.785,5.086951,6.633615,6.102286,10.256452,8.573984,0.870557,12493,0
10,0.765293,0.856,0.864,3.924815,6.111937,6.540144,8.101658,7.801812,0.880298,12489,0
10,0.806029,0.822,0.824,4.738017,8.32748,7.990089,10.758351,9.2437,0.89923,12468,0
10,0.780023,0.802,0.803,4.309752,7.061181,6.984337,9.189269,7.72045,0.884333,12497,0
10,0.785732,0.842,0.844,3.308127,5.884803,6.185912,7.146959,6.438122,0.887516,12471,0
10,0.807347,0.837,0.843,1.828567,2.6126,2.754237,4.166204,3.682824,0.899299,12462,0
10,0.800999,0.814,0.794,1.099592,4.517988,4.258379,2.465026,2.099979,0.902585,12500,0
10,0.752691,0.825,0.834,3.65862,5.217339,4.802829,7.357242,6.713906,0.870426,12473,0
10,0.857116,0.837,0.88,1.478301,2.346488,2.669614,3.911011,3.712906,0.929693,12439,0
10,0.745698,0.758,0.759,4.387971,6.00189,5.862203,8.701738,6.958714,0.866248,12499,0
10,0.821572,0.863,0.865,2.599735,4.444601,4.318363,6.154815,5.566231,0.906641,12502,0
10,0.839959,0.879,0.882,3.601505,6.175513,5.921532,9.00297,8.299037,0.91694,12480,0
10,0.861955,0.89,0.894,1.935126,3.573582,3.70994,5.208608,4.822561,0.928789,9209,0
10,0.78922,0.881,0.882,2.924147,6.05896,5.725192,6.369486,6.591578,0.900075,11045,0
10,0.836276,0.87,0.87,2.799612,5.414955,5.488972,6.919246,6.248222,0.914617,12499,0
10,0.82592,0.835,0.841,2.953676,5.484989,5.116254,7.079552,6.219295,0.910869,12500,0
10,0.909608,0.912,0.912,1.647298,3.692796,3.6969,5.47928,5.066545,0.95419,12496,0
10,0.84426,0.876,0.877,3.225062,5.431228,5.305402,8.172536,7.429623,0.919019,11345,0
10,0.868314,0.83,0.838,3.610403,6.721577,6.274353,9.949559,8.531369,0.936237,12492,0
10,0.735343,0.813,0.825,3.845348,4.241494,4.581918,7.475033,6.767422,0.85993,11375,0
10,0.875577,0.861,0.89,2.076816,3.940884,4.39123,5.887975,6.222822,0.945434,12489,0
10,0.80094,0.867,0.869,1.059685,1.212465,1.241443,2.375235,2.188491,0.895413,10254,0
10,0.795608,0.834,0.866,2.309869,2.559795,2.85068,5.109438,4.801691,0.894909,12446,0
10,0.839698,0.861,0.861,1.933472,3.026204,2.976407,4.829315,4.296837,0.916808,12468,0
10,0.858335,0.897,0.897,2.867805,4.295891,4.355666,7.619666,7.077393,0.9265,12444,0
10,0.709446,0.735,0.735,0.433939,0.303687,0.306249,0.805073,0.63249,0.844335,10879,0
10,0.733539,0.558,0.623,6.861361,7.875428,5.616361,13.292626,9.024135,0.90097,12493,0
10,-0.043442,-0.857,-0.572,200.476869,-39.8063,0.347788,196.270072,0.77149,-0.199309,9034,0
10,0.597239,0.475,0.773,0.334914,0.105332,0.156219,0.527773,0.511237,0.797412,5853,0
10,0.696861,0.794,0.799,0.371132,0.327495,0.345462,0.674102,0.597754,0.836705,12112,0
10,0.563487,0.558,0.739,0.485461,0.129016,0.175766,0.734838,0.664373,0.765918,6026,0
10,0.672028,0.666,0.67,1.045247,0.70499,0.667234,1.825234,1.313735,0.827019,12219,0
10,0.802375,0.697,0.746,1.350707,0.650813,0.541678,3.038502,2.326823,0.907626,11239,0
10,0.734105,0.765,0.806,0.748451,0.399782,0.45514,1.451552,1.268575,0.857799,8907,0
10,0.690267,0.702,0.742,0.630073,0.440517,0.369399,1.132179,0.920183,0.833451,11914,0
10,0.754812,0.683,0.75,2.238532,2.066021,1.613273,4.520971,3.645323,0.87744,12049,0
10,0.707223,0.73,0.737,2.608284,1.311592,1.232898,4.820709,3.805336,0.84282,8877,0
10,-0.002255,-0.738,-0.4,49.051666,-2.330155,0.074661,48.999143,0.33862,0.014609,9126,0
10,0.80089,0.811,0.813,1.328205,0.873011,0.896505,2.976705,2.514435,0.896454,12246,0
10,0.64183,0.808,0.815,1.003266,0.430667,0.45324,1.676489,1.635868,0.816862,7438,0
10,0.727006,0.719,0.735,0.935111,0.585959,0.529357,1.789877,1.393805,0.856798,6013,0
10,0.635476,0.648,0.649,1.619806,0.650904,0.661544,2.683021,1.903742,0.802588,9008,0
10,0.720978,0.636,0.833,0.331212,0.116253,0.154517,0.627076,0.591534,0.855783,6601,0
10,-0.004521,-0.896,-0.345,86.309158,-5.734097,1.951487,86.118183,3.390998,0.063428,12478,0
10,-0.002995,-0.9,-0.331,86.399005,-5.606906,2.013582,86.273387,4.192832,0.073765,12453,0
10,0.7497,0.653,0.811,0.25976,0.115399,0.149755,0.519247,0.457437,0.868467,6679,0
10,0.80102,0.882,0.885,1.4191,1.917946,1.981022,3.181454,3.034698,0.89702,12491,0
10,0.786437,0.859,0.865,1.467286,1.935495,2.036775,3.175186,2.958439,0.888442,12483,0
10,0.655087,0.657,0.756,0.837389,0.372691,0.465492,1.426011,1.22224,0.813175,4312,0
10,0.616363,0.607,0.785,0.424539,0.17212,0.230691,0.685468,0.661267,0.805592,7257,0
10,0.692282,0.747,0.748,1.796416,0.789048,0.767233,3.23859,2.631446,0.832297,8438,0
10,0.612618,0.665,0.687,2.256393,0.924645,1.03958,3.62557,2.81583,0.78337,6900,0
10,0.755434,0.782,0.788,1.456242,2.185941,2.019938,2.944782,2.478716,0.871492,12486,0
10,0.81207,0.855,0.864,1.144183,1.478486,1.390346,2.639457,2.407923,0.901828,12447,0
10,0.682159,0.793,0.795,3.265546,2.327012,2.246239,5.792618,5.148985,0.828268,9137,0
10,0.849554,0.883,0.918,1.83363,1.795685,1.957162,4.72758,4.728529,0.925375,12126,0
10,0.730986,0.759,0.769,2.089539,1.858668,1.713549,4.028845,3.313534,0.856409,12463,0
10,0.757893,0.74,0.751,3.951133,3.526746,3.224816,8.030367,6.326581,0.875812,12397,0
10,0.785699,0.776,0.782,3.881402,3.685305,3.471189,8.384828,6.819103,0.890086,12434,0
10,0.756471,0.71,0.741,3.724445,3.443345,2.941334,7.547506,5.896472,0.877598,12344,0
10,0.674284,0.645,0.681,3.246117,2.419997,2.00276,5.688055,4.210545,0.829204,11512,0
10,0.761636,0.773,0.774,3.051579,3.042982,2.969776,6.250599,5.076134,0.875064,12451,0
10,0.821022,0.806,0.821,2.42191,3.184939,2.901091,5.724998,4.888465,0.909139,12462,0
10,0.693971,0.717,0.717,1.67259,2.21382,2.17688,3.023609,2.327674,0.835742,12503,0
10,0.69547,0.794,0.799,2.152569,2.578861,2.732105,3.900852,3.468619,0.836533,12492,0
10,0.660471,0.638,0.681,1.867318,1.575883,1.266398,3.204775,2.419027,0.821091,12475,0
10,0.866291,0.782,0.812,3.466023,5.573365,4.812628,9.479131,7.974394,0.939336,12500,0
